user_id,variant,session_ts,converted,revenue,pre_sessions_14d,pre_converted_14d
433,B,2025-02-09 15:00:00,1,16.654893791296253,3,1
644,A,2025-02-09 15:00:00,0,0.0,5,0
769,A,2025-02-09 15:00:00,0,0.0,6,0
1211,B,2025-02-09 15:00:00,0,0.0,6,0
1313,A,2025-02-09 15:00:00,0,0.0,7,1
1427,B,2025-02-09 15:00:00,0,0.0,8,1
1434,B,2025-02-09 15:00:00,0,0.0,4,1
1438,A,2025-02-09 15:00:00,0,0.0,3,0
1526,B,2025-02-09 15:00:00,0,0.0,3,1
1621,A,2025-02-09 15:00:00,0,0.0,10,1
1665,A,2025-02-09 15:00:00,0,0.0,4,0
1900,B,2025-02-09 15:00:00,0,0.0,5,1
1999,B,2025-02-09 15:00:00,0,0.0,6,2
83,B,2025-02-09 16:00:00,0,0.0,5,0
93,B,2025-02-09 16:00:00,0,0.0,5,1
295,B,2025-02-09 16:00:00,0,0.0,3,0
299,B,2025-02-09 16:00:00,0,0.0,5,1
633,B,2025-02-09 16:00:00,0,0.0,6,0
639,A,2025-02-09 16:00:00,0,0.0,7,0
721,A,2025-02-09 16:00:00,1,7.260504231306845,8,2
796,B,2025-02-09 16:00:00,0,0.0,10,1
797,B,2025-02-09 16:00:00,0,0.0,8,0
995,B,2025-02-09 16:00:00,1,11.825309106112092,3,1
1039,B,2025-02-09 16:00:00,0,0.0,5,0
1059,B,2025-02-09 16:00:00,0,0.0,2,0
1171,B,2025-02-09 16:00:00,0,0.0,6,1
1327,B,2025-02-09 16:00:00,0,0.0,6,1
1330,A,2025-02-09 16:00:00,0,0.0,7,0
1411,B,2025-02-09 16:00:00,0,0.0,7,1
1528,B,2025-02-09 16:00:00,0,0.0,2,0
1590,A,2025-02-09 16:00:00,1,22.809737004587735,5,1
1703,B,2025-02-09 16:00:00,0,0.0,6,2
1774,B,2025-02-09 16:00:00,0,0.0,8,0
1861,A,2025-02-09 16:00:00,0,0.0,4,1
141,A,2025-02-09 17:00:00,0,0.0,5,0
157,A,2025-02-09 17:00:00,0,0.0,7,2
673,B,2025-02-09 17:00:00,0,0.0,4,1
675,A,2025-02-09 17:00:00,0,0.0,2,0
717,A,2025-02-09 17:00:00,0,0.0,7,2
745,B,2025-02-09 17:00:00,0,0.0,4,1
836,A,2025-02-09 17:00:00,0,0.0,1,0
930,B,2025-02-09 17:00:00,0,0.0,4,1
974,A,2025-02-09 17:00:00,0,0.0,4,1
1082,B,2025-02-09 17:00:00,0,0.0,11,1
1246,B,2025-02-09 17:00:00,0,0.0,3,0
1283,A,2025-02-09 17:00:00,0,0.0,7,0
1297,A,2025-02-09 17:00:00,0,0.0,7,0
1450,B,2025-02-09 17:00:00,0,0.0,7,1
1457,A,2025-02-09 17:00:00,0,0.0,2,0
1613,B,2025-02-09 17:00:00,0,0.0,4,0
1633,B,2025-02-09 17:00:00,0,0.0,7,1
1830,A,2025-02-09 17:00:00,0,0.0,2,0
252,A,2025-02-09 18:00:00,0,0.0,9,2
431,B,2025-02-09 18:00:00,0,0.0,3,1
498,A,2025-02-09 18:00:00,0,0.0,6,2
542,A,2025-02-09 18:00:00,0,0.0,6,1
829,A,2025-02-09 18:00:00,0,0.0,4,0
858,B,2025-02-09 18:00:00,0,0.0,6,1
862,B,2025-02-09 18:00:00,0,0.0,6,1
982,B,2025-02-09 18:00:00,1,8.451776125677235,2,1
1421,A,2025-02-09 18:00:00,0,0.0,2,1
1567,A,2025-02-09 18:00:00,0,0.0,3,1
1649,B,2025-02-09 18:00:00,0,0.0,9,3
1773,A,2025-02-09 18:00:00,0,0.0,5,1
4,A,2025-02-09 19:00:00,0,0.0,3,1
28,A,2025-02-09 19:00:00,0,0.0,4,1
136,A,2025-02-09 19:00:00,1,9.694516653966849,5,1
506,A,2025-02-09 19:00:00,0,0.0,7,2
513,A,2025-02-09 19:00:00,0,0.0,6,0
875,A,2025-02-09 19:00:00,0,0.0,3,0
993,B,2025-02-09 19:00:00,0,0.0,6,0
1042,A,2025-02-09 19:00:00,0,0.0,5,1
1458,A,2025-02-09 19:00:00,0,0.0,2,0
1939,A,2025-02-09 19:00:00,0,0.0,5,1
1986,B,2025-02-09 19:00:00,0,0.0,3,0
90,A,2025-02-09 20:00:00,0,0.0,5,1
95,B,2025-02-09 20:00:00,0,0.0,5,1
247,B,2025-02-09 20:00:00,0,0.0,7,1
320,B,2025-02-09 20:00:00,0,0.0,4,1
586,A,2025-02-09 20:00:00,0,0.0,8,2
693,B,2025-02-09 20:00:00,1,24.200599654345627,6,2
976,B,2025-02-09 20:00:00,0,0.0,4,1
1152,A,2025-02-09 20:00:00,0,0.0,6,0
1195,B,2025-02-09 20:00:00,0,0.0,8,0
1402,B,2025-02-09 20:00:00,1,6.600942419995657,3,1
1656,B,2025-02-09 20:00:00,0,0.0,4,0
1692,B,2025-02-09 20:00:00,0,0.0,5,0
1746,A,2025-02-09 20:00:00,0,0.0,9,0
1791,A,2025-02-09 20:00:00,1,6.074021440902349,7,2
1855,A,2025-02-09 20:00:00,0,0.0,4,1
393,B,2025-02-10 09:00:00,0,0.0,3,0
1247,B,2025-02-10 09:00:00,1,3.9400251166129743,5,1
1252,B,2025-02-10 09:00:00,0,0.0,1,0
1317,A,2025-02-10 09:00:00,0,0.0,5,1
147,A,2025-02-10 10:00:00,0,0.0,4,0
279,A,2025-02-10 10:00:00,0,0.0,6,1
306,A,2025-02-10 10:00:00,0,0.0,4,2
482,B,2025-02-10 10:00:00,0,0.0,4,1
854,B,2025-02-10 10:00:00,0,0.0,3,0
937,A,2025-02-10 10:00:00,0,0.0,3,0
986,A,2025-02-10 10:00:00,0,0.0,9,1
1009,B,2025-02-10 10:00:00,0,0.0,5,1
1202,B,2025-02-10 10:00:00,0,0.0,4,0
1249,A,2025-02-10 10:00:00,0,0.0,10,0
1499,B,2025-02-10 10:00:00,0,0.0,4,0
1545,B,2025-02-10 10:00:00,0,0.0,4,1
1680,B,2025-02-10 10:00:00,0,0.0,2,0
1709,B,2025-02-10 10:00:00,0,0.0,2,0
1921,A,2025-02-10 10:00:00,0,0.0,4,0
1924,B,2025-02-10 10:00:00,0,0.0,5,0
457,A,2025-02-10 11:00:00,1,12.583802006148233,3,0
511,B,2025-02-10 11:00:00,0,0.0,6,1
1011,B,2025-02-10 11:00:00,0,0.0,4,1
1051,B,2025-02-10 11:00:00,0,0.0,5,1
1071,A,2025-02-10 11:00:00,0,0.0,2,0
1312,B,2025-02-10 11:00:00,0,0.0,6,0
1370,B,2025-02-10 11:00:00,0,0.0,2,0
1509,B,2025-02-10 11:00:00,0,0.0,7,0
1610,A,2025-02-10 11:00:00,0,0.0,3,0
1679,A,2025-02-10 11:00:00,0,0.0,2,0
1698,B,2025-02-10 11:00:00,0,0.0,7,0
1741,B,2025-02-10 11:00:00,0,0.0,8,3
252,A,2025-02-10 12:00:00,0,0.0,9,2
332,A,2025-02-10 12:00:00,0,0.0,7,0
348,B,2025-02-10 12:00:00,1,13.636125263608506,4,1
452,B,2025-02-10 12:00:00,0,0.0,12,2
515,B,2025-02-10 12:00:00,0,0.0,2,0
556,A,2025-02-10 12:00:00,0,0.0,10,2
771,B,2025-02-10 12:00:00,0,0.0,2,0
813,A,2025-02-10 12:00:00,0,0.0,4,0
930,B,2025-02-10 12:00:00,0,0.0,4,1
1230,B,2025-02-10 12:00:00,0,0.0,5,2
1290,B,2025-02-10 12:00:00,0,0.0,7,3
1308,B,2025-02-10 12:00:00,0,0.0,4,0
1715,B,2025-02-10 12:00:00,0,0.0,1,0
1732,A,2025-02-10 12:00:00,0,0.0,3,0
1850,A,2025-02-10 12:00:00,0,0.0,10,1
1879,B,2025-02-10 12:00:00,0,0.0,4,0
251,B,2025-02-10 13:00:00,0,0.0,3,1
415,B,2025-02-10 13:00:00,0,0.0,4,0
645,B,2025-02-10 13:00:00,0,0.0,3,0
747,B,2025-02-10 13:00:00,0,0.0,4,0
757,B,2025-02-10 13:00:00,0,0.0,5,0
827,B,2025-02-10 13:00:00,0,0.0,4,1
1089,B,2025-02-10 13:00:00,0,0.0,6,2
1095,B,2025-02-10 13:00:00,0,0.0,2,0
1143,B,2025-02-10 13:00:00,0,0.0,6,0
1175,A,2025-02-10 13:00:00,0,0.0,6,0
1217,A,2025-02-10 13:00:00,0,0.0,4,0
1256,A,2025-02-10 13:00:00,0,0.0,11,1
1592,B,2025-02-10 13:00:00,0,0.0,2,0
1665,A,2025-02-10 13:00:00,0,0.0,4,0
1746,A,2025-02-10 13:00:00,0,0.0,9,0
1756,A,2025-02-10 13:00:00,0,0.0,5,0
214,B,2025-02-10 14:00:00,0,0.0,2,0
242,A,2025-02-10 14:00:00,0,0.0,6,0
265,B,2025-02-10 14:00:00,0,0.0,7,0
352,A,2025-02-10 14:00:00,0,0.0,5,0
461,A,2025-02-10 14:00:00,0,0.0,5,0
499,B,2025-02-10 14:00:00,0,0.0,5,1
826,A,2025-02-10 14:00:00,0,0.0,5,2
1128,A,2025-02-10 14:00:00,0,0.0,3,1
1259,A,2025-02-10 14:00:00,1,7.773569447277807,5,0
1265,A,2025-02-10 14:00:00,0,0.0,3,0
1322,B,2025-02-10 14:00:00,0,0.0,4,1
1437,A,2025-02-10 14:00:00,0,0.0,4,0
1449,B,2025-02-10 14:00:00,0,0.0,6,1
1976,B,2025-02-10 14:00:00,0,0.0,7,1
283,B,2025-02-10 15:00:00,0,0.0,3,1
302,B,2025-02-10 15:00:00,0,0.0,1,0
394,A,2025-02-10 15:00:00,1,21.83200902173254,6,1
422,A,2025-02-10 15:00:00,0,0.0,6,0
504,A,2025-02-10 15:00:00,0,0.0,3,0
518,B,2025-02-10 15:00:00,0,0.0,4,0
581,A,2025-02-10 15:00:00,0,0.0,7,1
614,A,2025-02-10 15:00:00,0,0.0,6,3
639,A,2025-02-10 15:00:00,0,0.0,7,0
766,A,2025-02-10 15:00:00,0,0.0,3,0
1007,B,2025-02-10 15:00:00,0,0.0,6,1
1326,A,2025-02-10 15:00:00,0,0.0,4,0
1465,A,2025-02-10 15:00:00,0,0.0,5,1
1694,B,2025-02-10 15:00:00,0,0.0,4,1
1700,B,2025-02-10 15:00:00,1,7.347029652418974,9,1
1786,B,2025-02-10 15:00:00,0,0.0,5,0
145,A,2025-02-10 16:00:00,0,0.0,6,0
370,A,2025-02-10 16:00:00,0,0.0,6,0
923,B,2025-02-10 16:00:00,0,0.0,5,2
1020,A,2025-02-10 16:00:00,0,0.0,2,0
1028,A,2025-02-10 16:00:00,0,0.0,4,1
1052,B,2025-02-10 16:00:00,0,0.0,4,0
1117,A,2025-02-10 16:00:00,0,0.0,4,1
1293,A,2025-02-10 16:00:00,0,0.0,8,0
1299,A,2025-02-10 16:00:00,0,0.0,4,0
1818,B,2025-02-10 16:00:00,0,0.0,5,0
64,B,2025-02-10 17:00:00,0,0.0,9,1
88,B,2025-02-10 17:00:00,0,0.0,7,3
90,A,2025-02-10 17:00:00,0,0.0,5,1
114,A,2025-02-10 17:00:00,0,0.0,6,1
203,A,2025-02-10 17:00:00,0,0.0,4,1
214,B,2025-02-10 17:00:00,0,0.0,2,0
261,B,2025-02-10 17:00:00,0,0.0,6,0
621,A,2025-02-10 17:00:00,0,0.0,4,1
633,B,2025-02-10 17:00:00,0,0.0,6,0
665,B,2025-02-10 17:00:00,0,0.0,2,1
804,B,2025-02-10 17:00:00,0,0.0,7,0
1037,B,2025-02-10 17:00:00,0,0.0,4,0
1308,B,2025-02-10 17:00:00,0,0.0,4,0
1555,A,2025-02-10 17:00:00,0,0.0,3,0
1629,B,2025-02-10 17:00:00,0,0.0,9,1
1677,B,2025-02-10 17:00:00,1,11.546463701218856,8,1
1726,B,2025-02-10 17:00:00,0,0.0,6,3
147,A,2025-02-10 18:00:00,0,0.0,4,0
267,A,2025-02-10 18:00:00,0,0.0,1,0
390,A,2025-02-10 18:00:00,0,0.0,7,0
453,A,2025-02-10 18:00:00,0,0.0,4,0
499,B,2025-02-10 18:00:00,0,0.0,5,1
780,A,2025-02-10 18:00:00,0,0.0,4,0
846,A,2025-02-10 18:00:00,0,0.0,7,0
969,A,2025-02-10 18:00:00,0,0.0,7,0
1060,A,2025-02-10 18:00:00,0,0.0,4,1
1387,A,2025-02-10 18:00:00,0,0.0,5,1
1421,A,2025-02-10 18:00:00,0,0.0,2,1
1428,B,2025-02-10 18:00:00,0,0.0,4,0
1445,A,2025-02-10 18:00:00,0,0.0,6,0
1624,B,2025-02-10 18:00:00,0,0.0,3,0
1948,B,2025-02-10 18:00:00,0,0.0,2,2
70,B,2025-02-10 19:00:00,0,0.0,5,0
194,A,2025-02-10 19:00:00,0,0.0,5,1
285,B,2025-02-10 19:00:00,0,0.0,4,2
319,B,2025-02-10 19:00:00,0,0.0,6,0
363,A,2025-02-10 19:00:00,0,0.0,2,0
733,A,2025-02-10 19:00:00,0,0.0,9,0
750,B,2025-02-10 19:00:00,0,0.0,8,2
792,A,2025-02-10 19:00:00,0,0.0,3,0
793,A,2025-02-10 19:00:00,0,0.0,7,0
873,A,2025-02-10 19:00:00,0,0.0,4,0
1207,A,2025-02-10 19:00:00,0,0.0,5,0
1226,A,2025-02-10 19:00:00,0,0.0,5,0
1227,A,2025-02-10 19:00:00,0,0.0,4,0
1280,A,2025-02-10 19:00:00,0,0.0,4,2
1560,A,2025-02-10 19:00:00,0,0.0,5,0
1829,A,2025-02-10 19:00:00,0,0.0,6,0
1883,A,2025-02-10 19:00:00,0,0.0,4,0
5,A,2025-02-10 20:00:00,0,0.0,5,1
88,B,2025-02-10 20:00:00,0,0.0,7,3
99,A,2025-02-10 20:00:00,0,0.0,8,0
137,B,2025-02-10 20:00:00,0,0.0,6,0
172,B,2025-02-10 20:00:00,0,0.0,6,1
305,B,2025-02-10 20:00:00,0,0.0,4,0
618,B,2025-02-10 20:00:00,1,10.910967314980896,2,2
634,B,2025-02-10 20:00:00,0,0.0,3,1
686,B,2025-02-10 20:00:00,0,0.0,5,0
696,B,2025-02-10 20:00:00,0,0.0,4,0
816,B,2025-02-10 20:00:00,1,9.415762091581882,3,0
979,A,2025-02-10 20:00:00,0,0.0,4,0
988,A,2025-02-10 20:00:00,0,0.0,7,2
1182,A,2025-02-10 20:00:00,0,0.0,5,1
1576,B,2025-02-10 20:00:00,0,0.0,1,0
1663,A,2025-02-10 20:00:00,0,0.0,6,0
1744,A,2025-02-10 20:00:00,0,0.0,3,1
1860,B,2025-02-10 20:00:00,0,0.0,4,2
1947,A,2025-02-10 20:00:00,0,0.0,3,2
1987,B,2025-02-10 20:00:00,0,0.0,6,2
113,B,2025-02-11 09:00:00,0,0.0,5,0
162,B,2025-02-11 09:00:00,0,0.0,3,0
292,A,2025-02-11 09:00:00,0,0.0,4,0
293,B,2025-02-11 09:00:00,1,7.232399986409445,4,0
717,A,2025-02-11 09:00:00,0,0.0,7,2
898,A,2025-02-11 09:00:00,0,0.0,7,2
987,B,2025-02-11 09:00:00,0,0.0,4,0
992,A,2025-02-11 09:00:00,0,0.0,4,0
1087,A,2025-02-11 09:00:00,0,0.0,7,0
1155,B,2025-02-11 09:00:00,0,0.0,5,0
1491,B,2025-02-11 09:00:00,0,0.0,3,0
1492,A,2025-02-11 09:00:00,0,0.0,5,0
1757,A,2025-02-11 09:00:00,0,0.0,5,0
1791,A,2025-02-11 09:00:00,0,0.0,7,2
1807,A,2025-02-11 09:00:00,0,0.0,9,0
1901,B,2025-02-11 09:00:00,0,0.0,8,2
1919,A,2025-02-11 09:00:00,0,0.0,6,2
1934,B,2025-02-11 09:00:00,0,0.0,4,0
1973,B,2025-02-11 09:00:00,1,6.590570060737099,7,1
2000,A,2025-02-11 09:00:00,0,0.0,5,0
25,B,2025-02-11 10:00:00,0,0.0,5,0
75,A,2025-02-11 10:00:00,1,7.882507685929529,9,2
270,B,2025-02-11 10:00:00,0,0.0,3,1
363,A,2025-02-11 10:00:00,0,0.0,2,0
662,B,2025-02-11 10:00:00,0,0.0,8,3
704,A,2025-02-11 10:00:00,0,0.0,3,1
909,B,2025-02-11 10:00:00,0,0.0,5,1
961,B,2025-02-11 10:00:00,0,0.0,6,0
983,A,2025-02-11 10:00:00,0,0.0,4,1
993,B,2025-02-11 10:00:00,0,0.0,6,0
1040,B,2025-02-11 10:00:00,1,32.559438329073835,7,1
1450,B,2025-02-11 10:00:00,0,0.0,7,1
1506,B,2025-02-11 10:00:00,0,0.0,7,2
1538,B,2025-02-11 10:00:00,0,0.0,3,1
1687,B,2025-02-11 10:00:00,0,0.0,4,0
1748,B,2025-02-11 10:00:00,1,12.698182944884314,5,1
1820,B,2025-02-11 10:00:00,0,0.0,8,3
1900,B,2025-02-11 10:00:00,0,0.0,5,1
25,B,2025-02-11 11:00:00,0,0.0,5,0
89,A,2025-02-11 11:00:00,0,0.0,7,0
192,A,2025-02-11 11:00:00,0,0.0,3,1
205,B,2025-02-11 11:00:00,1,5.259391060665235,2,0
285,B,2025-02-11 11:00:00,1,7.120242384121811,4,2
311,B,2025-02-11 11:00:00,0,0.0,6,1
572,B,2025-02-11 11:00:00,0,0.0,6,0
664,A,2025-02-11 11:00:00,0,0.0,5,1
696,B,2025-02-11 11:00:00,0,0.0,4,0
760,A,2025-02-11 11:00:00,0,0.0,4,0
802,B,2025-02-11 11:00:00,0,0.0,4,0
1043,B,2025-02-11 11:00:00,0,0.0,3,1
1048,B,2025-02-11 11:00:00,0,0.0,4,2
1333,B,2025-02-11 11:00:00,0,0.0,3,0
1706,A,2025-02-11 11:00:00,0,0.0,4,0
1841,A,2025-02-11 11:00:00,0,0.0,5,3
1900,B,2025-02-11 11:00:00,0,0.0,5,1
3,B,2025-02-11 12:00:00,0,0.0,3,0
36,A,2025-02-11 12:00:00,0,0.0,5,0
70,B,2025-02-11 12:00:00,0,0.0,5,0
359,B,2025-02-11 12:00:00,0,0.0,3,1
847,B,2025-02-11 12:00:00,0,0.0,12,1
947,A,2025-02-11 12:00:00,0,0.0,3,1
959,A,2025-02-11 12:00:00,0,0.0,7,1
1051,B,2025-02-11 12:00:00,0,0.0,5,1
1274,A,2025-02-11 12:00:00,0,0.0,4,2
1436,A,2025-02-11 12:00:00,0,0.0,3,0
1646,B,2025-02-11 12:00:00,0,0.0,2,0
1683,A,2025-02-11 12:00:00,0,0.0,0,0
1796,B,2025-02-11 12:00:00,0,0.0,5,0
1846,A,2025-02-11 12:00:00,0,0.0,2,0
1950,A,2025-02-11 12:00:00,0,0.0,4,0
1984,A,2025-02-11 12:00:00,1,11.20914704917176,1,0
114,A,2025-02-11 13:00:00,0,0.0,6,1
117,B,2025-02-11 13:00:00,0,0.0,6,0
206,B,2025-02-11 13:00:00,0,0.0,4,1
499,B,2025-02-11 13:00:00,0,0.0,5,1
608,B,2025-02-11 13:00:00,0,0.0,11,0
649,B,2025-02-11 13:00:00,0,0.0,4,1
658,B,2025-02-11 13:00:00,0,0.0,7,1
658,B,2025-02-11 13:00:00,0,0.0,7,1
854,B,2025-02-11 13:00:00,0,0.0,3,0
966,B,2025-02-11 13:00:00,0,0.0,2,0
1092,A,2025-02-11 13:00:00,0,0.0,6,1
1281,A,2025-02-11 13:00:00,0,0.0,6,2
1296,B,2025-02-11 13:00:00,0,0.0,2,0
1453,A,2025-02-11 13:00:00,0,0.0,3,1
1523,A,2025-02-11 13:00:00,0,0.0,8,2
1544,B,2025-02-11 13:00:00,0,0.0,4,1
1820,B,2025-02-11 13:00:00,0,0.0,8,3
1822,B,2025-02-11 13:00:00,0,0.0,4,0
60,B,2025-02-11 14:00:00,0,0.0,4,0
69,B,2025-02-11 14:00:00,1,21.321320340530498,6,0
120,A,2025-02-11 14:00:00,0,0.0,13,1
540,B,2025-02-11 14:00:00,0,0.0,3,0
595,B,2025-02-11 14:00:00,0,0.0,8,1
646,A,2025-02-11 14:00:00,0,0.0,5,1
794,A,2025-02-11 14:00:00,0,0.0,7,1
1159,B,2025-02-11 14:00:00,0,0.0,7,0
1199,B,2025-02-11 14:00:00,0,0.0,6,0
1294,A,2025-02-11 14:00:00,0,0.0,6,0
1356,B,2025-02-11 14:00:00,0,0.0,3,1
1374,B,2025-02-11 14:00:00,0,0.0,8,0
1390,B,2025-02-11 14:00:00,0,0.0,3,2
1450,B,2025-02-11 14:00:00,0,0.0,7,1
1542,B,2025-02-11 14:00:00,0,0.0,2,0
1564,A,2025-02-11 14:00:00,1,21.336137046531046,4,1
1604,B,2025-02-11 14:00:00,1,6.845111996107732,5,0
1608,A,2025-02-11 14:00:00,0,0.0,1,0
1612,A,2025-02-11 14:00:00,0,0.0,4,1
1628,B,2025-02-11 14:00:00,0,0.0,4,1
1853,A,2025-02-11 14:00:00,0,0.0,6,0
1930,A,2025-02-11 14:00:00,0,0.0,4,1
1,B,2025-02-11 15:00:00,0,0.0,2,0
225,A,2025-02-11 15:00:00,0,0.0,4,1
238,B,2025-02-11 15:00:00,0,0.0,5,0
258,A,2025-02-11 15:00:00,0,0.0,5,3
547,B,2025-02-11 15:00:00,0,0.0,5,1
630,B,2025-02-11 15:00:00,0,0.0,6,1
713,A,2025-02-11 15:00:00,0,0.0,1,0
861,B,2025-02-11 15:00:00,0,0.0,3,0
903,B,2025-02-11 15:00:00,0,0.0,5,0
970,B,2025-02-11 15:00:00,0,0.0,5,0
1091,B,2025-02-11 15:00:00,0,0.0,3,0
1091,B,2025-02-11 15:00:00,0,0.0,3,0
1118,B,2025-02-11 15:00:00,0,0.0,6,1
1295,B,2025-02-11 15:00:00,0,0.0,5,1
1369,B,2025-02-11 15:00:00,0,0.0,6,2
1432,A,2025-02-11 15:00:00,0,0.0,8,1
1662,A,2025-02-11 15:00:00,0,0.0,3,0
1753,B,2025-02-11 15:00:00,0,0.0,2,0
1950,A,2025-02-11 15:00:00,0,0.0,4,0
293,B,2025-02-11 16:00:00,0,0.0,4,0
664,A,2025-02-11 16:00:00,0,0.0,5,1
943,B,2025-02-11 16:00:00,0,0.0,5,2
1185,B,2025-02-11 16:00:00,0,0.0,4,1
1194,A,2025-02-11 16:00:00,0,0.0,3,0
1216,B,2025-02-11 16:00:00,0,0.0,10,0
1299,A,2025-02-11 16:00:00,0,0.0,4,0
1319,A,2025-02-11 16:00:00,0,0.0,3,0
1382,A,2025-02-11 16:00:00,0,0.0,5,3
1449,B,2025-02-11 16:00:00,0,0.0,6,1
1497,B,2025-02-11 16:00:00,0,0.0,7,1
1741,B,2025-02-11 16:00:00,0,0.0,8,3
1781,A,2025-02-11 16:00:00,0,0.0,8,1
1915,A,2025-02-11 16:00:00,0,0.0,7,2
1981,B,2025-02-11 16:00:00,0,0.0,9,1
52,B,2025-02-11 17:00:00,0,0.0,4,0
360,B,2025-02-11 17:00:00,1,4.323740637372205,4,0
514,A,2025-02-11 17:00:00,1,11.100136034321542,5,1
566,B,2025-02-11 17:00:00,0,0.0,2,0
590,B,2025-02-11 17:00:00,0,0.0,5,0
676,B,2025-02-11 17:00:00,0,0.0,5,0
1051,B,2025-02-11 17:00:00,0,0.0,5,1
1285,B,2025-02-11 17:00:00,0,0.0,4,0
1293,A,2025-02-11 17:00:00,1,8.952724582384544,8,0
1351,B,2025-02-11 17:00:00,0,0.0,3,2
1765,B,2025-02-11 17:00:00,0,0.0,3,0
1799,B,2025-02-11 17:00:00,0,0.0,6,0
1808,B,2025-02-11 17:00:00,0,0.0,6,0
1966,B,2025-02-11 17:00:00,0,0.0,5,0
13,B,2025-02-11 18:00:00,0,0.0,6,0
248,B,2025-02-11 18:00:00,0,0.0,2,0
460,A,2025-02-11 18:00:00,0,0.0,7,1
499,B,2025-02-11 18:00:00,1,12.502088983384235,5,1
691,A,2025-02-11 18:00:00,0,0.0,3,0
707,B,2025-02-11 18:00:00,0,0.0,6,0
938,A,2025-02-11 18:00:00,0,0.0,5,2
1274,A,2025-02-11 18:00:00,0,0.0,4,2
1313,A,2025-02-11 18:00:00,0,0.0,7,1
1336,B,2025-02-11 18:00:00,0,0.0,3,0
1339,B,2025-02-11 18:00:00,0,0.0,3,0
1379,B,2025-02-11 18:00:00,0,0.0,6,0
1415,B,2025-02-11 18:00:00,1,14.788099994507851,7,1
1513,B,2025-02-11 18:00:00,0,0.0,4,0
1581,B,2025-02-11 18:00:00,0,0.0,8,0
1775,A,2025-02-11 18:00:00,0,0.0,6,1
1816,A,2025-02-11 18:00:00,0,0.0,3,1
1853,A,2025-02-11 18:00:00,0,0.0,6,0
1896,A,2025-02-11 18:00:00,0,0.0,5,1
1970,B,2025-02-11 18:00:00,0,0.0,4,0
314,A,2025-02-11 19:00:00,0,0.0,6,3
379,A,2025-02-11 19:00:00,0,0.0,4,1
560,A,2025-02-11 19:00:00,0,0.0,5,0
617,A,2025-02-11 19:00:00,0,0.0,5,1
788,B,2025-02-11 19:00:00,0,0.0,11,2
883,B,2025-02-11 19:00:00,1,6.378343313625999,10,3
1230,B,2025-02-11 19:00:00,1,12.552688233471295,5,2
1262,A,2025-02-11 19:00:00,0,0.0,6,4
1345,A,2025-02-11 19:00:00,0,0.0,8,2
1442,A,2025-02-11 19:00:00,0,0.0,7,1
1446,B,2025-02-11 19:00:00,0,0.0,2,0
1590,A,2025-02-11 19:00:00,0,0.0,5,1
1720,B,2025-02-11 19:00:00,0,0.0,1,0
1753,B,2025-02-11 19:00:00,0,0.0,2,0
1854,A,2025-02-11 19:00:00,0,0.0,6,1
1916,B,2025-02-11 19:00:00,0,0.0,5,0
2,A,2025-02-11 20:00:00,0,0.0,3,0
14,B,2025-02-11 20:00:00,0,0.0,7,1
105,B,2025-02-11 20:00:00,0,0.0,6,0
175,A,2025-02-11 20:00:00,0,0.0,4,0
245,B,2025-02-11 20:00:00,0,0.0,6,0
309,A,2025-02-11 20:00:00,0,0.0,3,1
455,B,2025-02-11 20:00:00,0,0.0,1,0
514,A,2025-02-11 20:00:00,0,0.0,5,1
534,B,2025-02-11 20:00:00,0,0.0,6,1
603,B,2025-02-11 20:00:00,0,0.0,5,0
611,A,2025-02-11 20:00:00,0,0.0,7,0
862,B,2025-02-11 20:00:00,0,0.0,6,1
1398,B,2025-02-11 20:00:00,0,0.0,4,0
1525,A,2025-02-11 20:00:00,0,0.0,3,1
1553,A,2025-02-11 20:00:00,0,0.0,7,1
1606,B,2025-02-11 20:00:00,0,0.0,9,1
1683,A,2025-02-11 20:00:00,0,0.0,0,0
1787,A,2025-02-11 20:00:00,0,0.0,3,0
1800,B,2025-02-11 20:00:00,0,0.0,5,0
8,B,2025-02-12 09:00:00,0,0.0,3,0
154,A,2025-02-12 09:00:00,0,0.0,2,0
484,B,2025-02-12 09:00:00,0,0.0,3,0
535,A,2025-02-12 09:00:00,0,0.0,5,0
642,A,2025-02-12 09:00:00,0,0.0,4,0
673,B,2025-02-12 09:00:00,0,0.0,4,1
680,A,2025-02-12 09:00:00,0,0.0,6,0
699,A,2025-02-12 09:00:00,0,0.0,4,0
732,A,2025-02-12 09:00:00,0,0.0,4,0
1026,B,2025-02-12 09:00:00,0,0.0,3,0
1128,A,2025-02-12 09:00:00,0,0.0,3,1
1182,A,2025-02-12 09:00:00,0,0.0,5,1
1462,A,2025-02-12 09:00:00,1,12.949658856615377,3,2
1581,B,2025-02-12 09:00:00,0,0.0,8,0
1618,A,2025-02-12 09:00:00,0,0.0,5,0
1832,B,2025-02-12 09:00:00,0,0.0,0,0
1857,B,2025-02-12 09:00:00,0,0.0,8,0
1891,B,2025-02-12 09:00:00,0,0.0,5,1
15,A,2025-02-12 10:00:00,1,10.452503237165383,4,2
74,B,2025-02-12 10:00:00,0,0.0,5,1
302,B,2025-02-12 10:00:00,1,20.17257223709873,1,0
613,B,2025-02-12 10:00:00,1,10.646818062684357,4,0
696,B,2025-02-12 10:00:00,0,0.0,4,0
1207,A,2025-02-12 10:00:00,0,0.0,5,0
